"","Katlengo_Contigs","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7"
"295","6D46_contig_34",0.00058448385401577,0.000434014488113726,0.000315429621978176,0.000257865581919106,0.000528591067543244,0.000301486067345734,0.000262096892153266
"296","6D46_contig_35",6.21227161262883e-05,6.310672328982e-05,4.64714106366391e-05,1.74885110683912e-05,0.000264963279048988,2.69622840246903e-05,2.01536377303507e-05
"297","6D46_contig_36",0.000442624352399804,8.14355413802217e-06,1.01024805731824e-05,3.88633579297582e-06,6.47717770811019e-05,0,2.51920471629384e-06
"298","6D46_contig_37",0.000168249022842031,0.000195445299312532,0.00011516827853428,7.29211470256276e-05,0.000271085262329775,0.000127621477716868,5.29032990421707e-05
"299","6D46_contig_38",0.000211938537911813,0.000213388661057537,0.000252457573166562,0.000313170390864113,0.000451018375753282,0.000235192908433845,0.000201536377303507
"300","6D46_contig_39",0.000197771062478749,0.000222710207520475,0.000219547262619841,0.000230950682529453,0.000378127131068054,0.000121372092378891,0.00016024731408845
"301","6D46_contig_4",0.00129150502978959,0.00152633385169686,0.00170371292821812,0.00158095992932527,0.00418664126436248,0.000899216038013225,0.000762396852271246
"302","6D46_contig_40",3.36498045684062e-05,3.25742165520887e-05,3.43484339488202e-05,5.82950368946374e-06,0.00011818561426575,5.39245680493807e-06,2.51920471629384e-06
"303","6D46_contig_41",8.28302881683845e-05,6.51484331041773e-05,7.07173640122769e-05,2.52611826543429e-05,0.000159303559848115,2.51647984230443e-05,5.03840943258768e-06
"304","6D46_contig_42",5.03086735130005e-05,0.000216749359133646,0.000189058937057887,0.000152762891554665,0.000255454542379106,9.16717656839471e-05,0.00013099864524728
"305","6D46_contig_43",1.81191255368341e-05,1.35725902300369e-05,2.62664494902743e-05,1.16590073789275e-05,8.75294284879755e-05,8.98742800823011e-06,0
"306","6D46_contig_44",1.55306790315721e-05,5.42903609201478e-06,2.02049611463648e-06,1.45737592236593e-05,4.20141256742282e-05,0,0
"307","6D46_contig_45",2.84729115578822e-05,1.35725902300369e-05,4.04099222927297e-06,0,3.50117713951902e-06,0,5.03840943258768e-06
"308","6D46_contig_46",0.0249955090036529,0.010673794676434,0.0114588263146193,0.0109751579461927,0.0137983801454744,0.00933907514735461,0.00983527528011714
"309","6D46_contig_47",5.87880524181497e-06,1.08580721840296e-05,8.08198445854594e-06,1.94316789648791e-06,3.50117713951902e-05,1.25823992115222e-05,7.55761414888152e-06
"310","6D46_contig_48",2.58844650526201e-06,8.14355413802217e-06,1.01024805731824e-05,3.88633579297582e-06,2.80094171161522e-05,0,0
"311","6D46_contig_49",2.58844650526201e-06,0,0,0,0,0,0
"312","6D46_contig_5",0.0017409779862838,0.00192178371511654,0.0020275352051775,0.00173772913955596,0.00368598323001905,0.0019019480730567,0.00119624411922538
"313","6D46_contig_50",1.03537860210481e-05,0,0,0,0,0,0
"314","6D46_contig_51",0,0,0,0,3.50117713951902e-06,0,0
"315","6D46_contig_52",0,2.71451804600739e-06,0,0,7.00235427903804e-06,0,0
"316","6D46_contig_53",2.58844650526201e-06,0,0,0,0,0,0
"317","6D46_contig_54",2.58844650526201e-06,0,0,0,0,0,0
"318","6D46_contig_55",2.58844650526201e-06,2.71451804600739e-06,2.02049611463648e-06,0,5.25176570927853e-06,1.43798848131682e-05,1.25960235814692e-05
"319","6D46_contig_56",0,0,0,0,0,0,0
"320","6D46_contig_6",0.00165551172552012,0.00136164157325116,0.00126827924293611,0.00130434764118088,0.00334044993810639,0.00142328164664707,0.00103776754884615
"321","6D46_contig_7",0.00154759080664667,0.00172354092672225,0.00151490422168323,0.00154735131140653,0.00334399186955831,0.00190405934216883,0.00133517849963574
"322","6D46_contig_8",0.00112030262657502,0.00137269867447262,0.00160934951861784,0.00158637305505471,0.00326827605444172,0.000997787089532353,0.000772029756978088
"323","6D46_contig_9",0.00113205785857874,0.000930927680524483,0.000729273446921432,0.000840428696840331,0.00221162893078027,0.00106429063220512,0.00082545671866616
"324","C762_contig_1",0.00248232019854627,0.000279595358738761,0.000418243966161192,0.000281759344990747,0.000888165286062958,7.36969096674869e-05,0.000133517849963574
"325","C762_contig_10",0.00144308730470801,0.000219875961726599,0.000117827721767704,4.4692861619222e-05,0.000243331811196572,2.15698272197523e-05,4.28264801769953e-05
"326","C762_contig_100",0,0,0,0,0,0,0
"327","C762_contig_101",0,0,0,0,0,0,0
"328","C762_contig_102",0,0,0,0,0,0,0
"329","C762_contig_103",0,0,0,0,0,0,0
"330","C762_contig_104",0,0,0,0,0,0,0
"331","C762_contig_105",0,0,0,0,0,0,0
"332","C762_contig_106",0,0,0,0,0,0,0
"333","C762_contig_107",1.03537860210481e-05,0,0,0,0,0,0
"334","C762_contig_108",0,5.42903609201478e-06,0,0,0,0,0
"335","C762_contig_109",0,2.71451804600739e-06,0,0,0,0,0
"336","C762_contig_11",0.00113225363714098,3.61218589786781e-05,6.09475204736771e-05,4.71227197466979e-05,0.000215828723772899,1.82116000005756e-05,3.29612947469938e-05
"337","C762_contig_110",0,0,0,0,1.75058856975951e-06,0,0
"338","C762_contig_111",2.58844650526201e-06,0,0,0,0,0,0
"339","C762_contig_112",0,0,0,0,0,0,0
"340","C762_contig_113",0.00025878329845176,0.000442466441499204,0.000519612850550253,0.000557723099251886,0.000723674727306141,0.000626384226031162,0.000624786609556537
"341","C762_contig_114",0.00109870838499898,0.000830203583211514,0.000929033479713726,0.000947371200688383,0.00114865561324309,0.000671597660860263,0.000924704296896746
"342","C762_contig_115",2.61493655652594e-06,2.36203878216574e-05,3.428558118244e-05,2.25480003984281e-05,1.22541199883166e-05,5.39245680493807e-06,5.25565882439934e-05
"343","C762_contig_116",0,0,0,0,0,0,0
"344","C762_contig_117",0,0,0,0,0,0,0
"345","C762_contig_118",0,0,0,0,0,0,0
"346","C762_contig_119",0,0,0,0,0,0,0
"347","C762_contig_12",0.000688526770399696,6.24339150581699e-05,9.29428212732783e-05,0.000116900895947549,0.000317846873449032,3.23547408296284e-05,2.03326206235488e-05
"348","C762_contig_120",0,0,0,0,0,0,0
"349","C762_contig_121",0,0,0,0,0,0,0
"350","C762_contig_122",0,0,0,0,0,0,0
"351","C762_contig_123",1.49031079100393e-05,2.69271449769485e-05,4.41291046866163e-05,1.91958988068139e-05,1.3870041325721e-05,1.77770613546725e-05,7.75995397192064e-05
"352","C762_contig_124",0,0,0,0,3.50117713951902e-06,0,0
"353","C762_contig_125",0,0,0,0,0,0,0
"354","C762_contig_126",0,0,0,0,0,0,0
"355","C762_contig_127",2.58844650526201e-06,0,0,0,0,0,0
"356","C762_contig_128",0,0,0,0,0,0,0
"357","C762_contig_129",0,5.42903609201478e-06,1.33497064717053e-05,0,0,0,2.51920471629384e-06
"358","C762_contig_13",0.00926801691058236,0.000818157282291077,0.00120441054411017,0.00138188777180865,0.00139825540434972,0.00127404408162476,0.00076298540008688
"359","C762_contig_14",0.00041156299433666,0.00012838258374081,0.000268181976890412,0.000192733951554161,0.000376987185390037,3.48749040134119e-05,9.85932483760717e-05
"360","C762_contig_15",0.000551339105620809,8.41500594262291e-05,6.46558756683675e-05,3.30338542402945e-05,0.00017856003411547,2.15698272197523e-05,3.27496613118199e-05
"361","C762_contig_16",0.000639346286799717,2.17161443680591e-05,3.03074417195473e-05,1.16590073789275e-05,0.000147049439859799,1.43798848131682e-05,5.03840943258768e-06
"362","C762_contig_17",0.00162813285180981,2.44306624140665e-05,1.41434728024554e-05,9.71583948243956e-06,7.35247199298994e-05,3.59497120329204e-06,0
"363","C762_contig_18",0.000572046677662905,7.87210233342143e-05,5.88998663517524e-05,1.55453431719033e-05,0.00010853649132509,8.98742800823011e-06,1.25960235814692e-05
"364","C762_contig_19",0.00041156299433666,3.80032526441034e-05,8.89018290440053e-05,4.66360295157099e-05,0.000203068274092103,3.41522264312744e-05,4.53456848932891e-05
"365","C762_contig_2",0.00177276321942597,0.000157709040821718,0.000182543774628039,9.07034805211675e-05,0.00065495382994925,7.75351040429683e-05,7.83959655435777e-05
"366","C762_contig_20",0.00092423861578978,0.000230669561718185,0.000245438284194463,0.000268282439439779,0.000264731539333777,0.000163418506313182,0.000132940705337638
"367","C762_contig_21",0.00116344063281658,0.000872327471213434,0.000705268148102291,0.000843550793134513,0.00107736930981217,0.00112163446485348,0.000801822491999325
"368","C762_contig_22",0.000362382510736682,2.71451804600739e-05,2.82869456049108e-05,4.85791974121978e-05,0.000173308268406192,7.18994240658409e-06,1.00768188651754e-05
"369","C762_contig_23",0.00211476079479907,1.62871082760443e-05,3.63689300634567e-05,1.55453431719033e-05,0.000115538845604128,5.39245680493807e-06,5.03840943258768e-06
"370","C762_contig_24",0.0104366163092164,9.50081316102586e-05,5.36089689491023e-05,4.87303552092175e-05,0.000154051794138837,0.000102456679293823,6.59772912436549e-05
"371","C762_contig_25",0.000209664166926223,0.000122153312070333,5.53175641440483e-05,3.10906863438066e-05,8.5778839918216e-05,1.79748560164602e-05,4.28264801769953e-05
"372","C762_contig_26",0.000676508649373758,0.000427515939797574,0.000438060578252582,0.000262599814302942,0.000435310311096169,0.000246255527425505,0.000269554904643441
"373","C762_contig_27",0.000207075720420961,8.14355413802217e-06,2.82869456049108e-05,9.71583948243956e-06,0.000103284725615811,1.07849136098761e-05,1.00768188651754e-05
"374","C762_contig_28",0.000157895236820983,2.98596985060813e-05,2.22254572610013e-05,7.77267158595165e-06,7.00235427903804e-05,1.79748560164602e-06,1.00768188651754e-05
"375","C762_contig_29",0.000385810032436039,0.000126212709035769,0.000123860827758713,7.5624420720471e-05,0.000113415704978772,2.2708700344525e-05,9.82489839354598e-05
"376","C762_contig_3",0.00246161262650418,0.000168300118852458,0.000236398045412469,0.000132135416961178,0.000708988370752602,3.59497120329204e-05,0.000103731343131421
"377","C762_contig_30",0.000776533951578604,8.14355413802217e-06,2.42459533756378e-05,1.36021752754154e-05,0.000173308268406192,8.98742800823011e-06,5.03840943258768e-06
"378","C762_contig_31",0.000160483683326245,2.98596985060813e-05,2.02049611463648e-05,7.77267158595165e-06,4.20141256742282e-05,1.25823992115222e-05,2.77112518792322e-05
"379","C762_contig_32",7.76533951578604e-05,4.07177706901108e-05,3.83894261780932e-05,7.77267158595165e-06,5.42682456625448e-05,3.59497120329204e-06,1.25960235814692e-05
"380","C762_contig_33",0.000377913189768254,5.42903609201478e-06,2.02049611463648e-06,5.82950368946374e-06,2.45082399766331e-05,1.79748560164602e-06,0
"381","C762_contig_34",0.000248490864505153,8.14355413802217e-06,1.01024805731824e-05,3.88633579297582e-06,3.85129485347092e-05,0,0
"382","C762_contig_35",0.000183779701873603,8.14355413802217e-06,4.04099222927297e-06,1.94316789648791e-06,5.42682456625448e-05,3.59497120329204e-06,0
"383","C762_contig_36",0.000106126306715743,0.000165585600806451,0.000220234076495377,8.35562195489802e-05,0.000185562388394508,7.7291880870779e-05,0.000138556259396161
"384","C762_contig_37",0.000126833878757839,2.71451804600739e-06,8.08198445854594e-06,0,3.32611828254307e-05,0,0
"385","C762_contig_38",0.000121656985747315,8.14355413802217e-06,0,0,1.05035314185571e-05,0,0
"386","C762_contig_39",0.000163072129831507,0,4.04099222927297e-06,5.82950368946374e-06,3.32611828254307e-05,0,0
"387","C762_contig_4",0.0029177041102553,0.000909865542597357,0.000595041071614396,0.00061615930808184,0.00115533276706984,0.00129168253416171,0.000688063355011486
"388","C762_contig_40",9.83609671999565e-05,0,2.02049611463648e-06,0,8.75294284879755e-06,0,0
"389","C762_contig_41",0.000235548631978843,0,0,0,1.92564742673546e-05,0,0
"390","C762_contig_42",8.28302881683845e-05,0,0,0,1.92564742673546e-05,1.79748560164602e-06,0
"391","C762_contig_43",2.07075720420961e-05,5.42903609201478e-06,0,0,1.22541199883166e-05,0,0
"392","C762_contig_44",4.91804835999783e-05,2.50484670329854e-05,2.11083111714435e-05,1.55453431719033e-05,2.62588285463927e-05,1.97746536254734e-05,1.00859893301634e-05
"393","C762_contig_45",4.14151440841922e-05,0,0,9.71583948243956e-06,1.05035314185571e-05,0,0
"394","C762_contig_46",2.32960185473581e-05,0,0,0,5.25176570927853e-06,0,0
"395","C762_contig_47",5.69458231157643e-05,0,0,0,3.50117713951902e-06,3.59497120329204e-06,0
"396","C762_contig_48",4.14151440841922e-05,0,0,0,5.25176570927853e-06,0,0
"397","C762_contig_49",4.65920370947163e-05,0,2.02049611463648e-06,1.94316789648791e-06,3.50117713951902e-06,0,2.51920471629384e-06
"398","C762_contig_5",0.00119586228543105,4.61468067821256e-05,6.6676371783004e-05,6.21813726876132e-05,0.000411388313893485,1.79748560164602e-05,2.51920471629384e-05
"399","C762_contig_50",1.03537860210481e-05,0,0,0,5.25176570927853e-06,0,0
"400","C762_contig_51",5.17689301052403e-06,0,2.02049611463648e-06,0,7.00235427903804e-06,0,0
"401","C762_contig_52",1.03537860210481e-05,2.71451804600739e-06,0,0,8.75294284879755e-06,1.79748560164602e-06,0
"402","C762_contig_53",0,2.71451804600739e-06,4.04099222927297e-06,3.88633579297582e-06,7.00235427903804e-06,1.79748560164602e-06,0
"403","C762_contig_54",7.76533951578604e-06,0,0,0,1.75058856975951e-06,0,5.03840943258768e-06
"404","C762_contig_55",1.29422325263101e-05,0,0,3.88633579297582e-06,1.92564742673546e-05,0,1.00768188651754e-05
"405","C762_contig_56",1.03537860210481e-05,2.71451804600739e-06,8.08198445854594e-06,1.94316789648791e-06,1.57552971278356e-05,1.07849136098761e-05,5.03840943258768e-06
"406","C762_contig_57",1.29422325263101e-05,0,0,1.94316789648791e-06,1.75058856975951e-06,0,0
"407","C762_contig_58",0,2.71451804600739e-06,0,0,1.05035314185571e-05,1.79748560164602e-06,0
"408","C762_contig_59",2.58844650526201e-06,0,0,0,0,0,0
"409","C762_contig_6",0.00246165727504923,0.000291471614378325,0.000377625018165709,0.000422242572175437,0.000856296578593318,0.000193600801152519,0.000332109875888259
"410","C762_contig_60",0.03243259006922,0.0139765376050702,0.0169780514501294,0.0171366760418374,0.0212464953063337,0.0112513838811472,0.012715050667667
"411","C762_contig_61",0,0,0,0,0,0,0
"412","C762_contig_62",0,0,0,0,0,0,0
"413","C762_contig_63",7.76533951578604e-06,0,0,0,1.75058856975951e-06,0,0
"414","C762_contig_64",5.17689301052403e-06,0,0,0,0,0,0
"415","C762_contig_65",3.88266975789302e-05,2.71451804600739e-05,2.62664494902743e-05,2.1374846861367e-05,1.92564742673546e-05,1.61773704148142e-05,5.03840943258768e-06
"416","C762_contig_66",2.58844650526201e-06,0,0,0,3.50117713951902e-06,0,0
"417","C762_contig_67",0.0284691962717093,0.00714507536624367,0.00731609808985068,0.00808751251290074,0.0091693376082742,0.00632364257268047,0.00727181890020284
"418","C762_contig_68",5.17689301052403e-06,0,0,0,0,0,0
"419","C762_contig_69",0,0,0,0,0,0,0
"420","C762_contig_7",0.0011550492718386,0.000388176080579057,0.000192785225814784,0.00018654411806284,0.000506947094123495,0.000714303297333359,0.000260416736162933
"421","C762_contig_70",0,0,2.02049611463648e-06,0,3.50117713951902e-06,0,0
"422","C762_contig_71",2.58844650526201e-06,0,6.06148834390945e-06,0,5.25176570927853e-06,0,0
"423","C762_contig_72",0,0,0,0,1.75058856975951e-06,0,0
"424","C762_contig_73",2.58844650526201e-06,0,0,0,0,0,0
"425","C762_contig_74",5.17689301052403e-06,0,0,0,1.75058856975951e-06,0,0
"426","C762_contig_75",0,0,0,0,0,0,0
"427","C762_contig_76",0,0,0,0,7.00235427903804e-06,0,0
"428","C762_contig_77",0,0,0,0,0,0,0
"429","C762_contig_78",2.58844650526201e-06,0,4.04099222927297e-06,0,0,0,0
"430","C762_contig_79",2.58844650526201e-06,0,0,0,1.75058856975951e-06,0,0
"431","C762_contig_8",0.00081018375614701,7.32919872421995e-05,0.000119402259584455,5.84989675780033e-05,0.000406222773326282,3.05572552279824e-05,5.79417084747583e-05
"432","C762_contig_80",0.00206941766671312,0.00292859783788263,0.00271433646105228,0.0035890688355399,0.003844696175449,0.0031256146102473,0.00263033369444051
"433","C762_contig_81",0,0,0,0,0,0,0
"434","C762_contig_82",0,0,0,0,0,0,0
"435","C762_contig_83",5.17689301052403e-06,0,0,0,0,0,0
"436","C762_contig_84",0,0,0,0,0,0,0
"437","C762_contig_85",0,0,0,0,0,0,0
"438","C762_contig_86",0,0,0,0,1.75058856975951e-06,0,0
"439","C762_contig_87",0,0,0,0,0,0,0
"440","C762_contig_88",0,0,0,0,1.75058856975951e-06,0,0
"441","C762_contig_89",7.76533951578604e-06,0,0,0,0,0,0
"442","C762_contig_9",0.0007972415236207,0.000121421492623274,8.93904428675896e-05,4.54085496757881e-05,0.00028709652544056,1.43798848131682e-05,2.26728424466446e-05
"443","C762_contig_90",0,0,0,0,0,0,0
"444","C762_contig_91",0,0,0,0,0,0,0
"445","C762_contig_92",0,0,0,0,1.75058856975951e-06,0,0
"446","C762_contig_93",0,0,0,0,0,0,0
"447","C762_contig_94",2.58844650526201e-06,0,0,0,0,0,2.51920471629384e-06
"448","C762_contig_95",0,2.71451804600739e-05,1.2916743018569e-05,0,1.75058856975951e-06,0,0
"449","C762_contig_96",2.58844650526201e-06,0,2.02049611463648e-06,0,0,0,2.51920471629384e-06
"450","C762_contig_97",1.29422325263101e-05,0,0,0,0,0,0
"451","C762_contig_98",0,0,0,0,0,0,0
"452","C762_contig_99",0,0,0,0,0,0,0
"453","Non-Mapped_Reads",99.7151104007379,99.8482937299628,99.835485144858,99.8352387940568,99.708702061992,99.8656505336762,99.8825143688509
